Trip_ID,VendorID,City,Pickup_Date,Pickup_Time,Dropoff_Time,Weekday,Month,Peak_Hour,Trip_Distance_km,Trip_Duration_min,Passenger_Count,Pickup_Zone,Dropoff_Zone,Pickup_Borough,Dropoff_Borough,Pickup_Latitude,Pickup_Longitude,Dropoff_Latitude,Dropoff_Longitude,Fare_Amount_INR,Tip_Amount_INR,Toll_Amount_INR,Total_Amount_INR,Payment_Method,Vehicle_Type,Driver_Rating,Ride_Status,Data_Source
TRIP000963,Uber,Hyderabad,2025-12-26,11:36:00,11:38:54,Friday,December,Off-Peak,0.5,2.9,3,Hyderabad East,Hyderabad West,Hyderabad East,Hyderabad West,17.37925,78.45855,17.46212,78.54898,50.35,0.0,0,50.35,Wallet,Bike,4.4,Cancelled by Customer,Synthetic proxy (no real dataset exists for this city)
TRIP000964,Local Fleet,Hyderabad,2026-02-20,11:47:00,12:04:48,Friday,February,Off-Peak,5.55,17.8,1,Hyderabad South,Hyderabad Central,Hyderabad South,Hyderabad Central,17.4302,78.52279,17.39374,78.41656,133.3,0.0,60,193.3,Cash,Auto,4.3,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000965,Uber,Hyderabad,2025-12-05,09:08:00,09:10:12,Friday,December,Peak,0.54,2.2,2,Hyderabad West,Hyderabad East,Hyderabad West,Hyderabad East,17.36962,78.50704,17.44433,78.41551,49.78,4.98,0,54.76,Wallet,Prime SUV,4.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000966,Rapido,Hyderabad,2026-01-04,09:22:00,09:29:12,Sunday,January,Peak,1.92,7.2,1,Hyderabad North,Hyderabad South,Hyderabad North,Hyderabad South,17.36862,78.45728,17.38302,78.56132,73.84,7.38,0,81.22,UPI,eBike,3.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000967,Rapido,Hyderabad,2026-02-24,21:56:00,22:04:54,Tuesday,February,Off-Peak,1.49,8.9,3,Hyderabad South,Hyderabad East,Hyderabad South,Hyderabad East,17.461,78.42135,17.37043,78.46085,71.23,0.0,0,71.23,Cash,Prime Sedan,3.9,Cancelled by Driver,Synthetic proxy (no real dataset exists for this city)
TRIP000968,Local Fleet,Hyderabad,2025-12-01,05:54:00,06:00:12,Monday,December,Off-Peak,1.3,6.2,4,Hyderabad North,Hyderabad South,Hyderabad North,Hyderabad South,17.48855,78.44434,17.38244,78.54214,64.9,0.0,0,64.9,Wallet,eBike,3.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000969,Rapido,Hyderabad,2026-01-15,21:19:00,21:21:48,Thursday,January,Off-Peak,0.5,2.8,1,Hyderabad East,Hyderabad North,Hyderabad East,Hyderabad North,17.43258,78.46298,17.35976,78.4288,50.2,0.0,0,50.2,Cash,Mini,4.1,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000970,Rapido,Hyderabad,2026-02-25,17:02:00,17:04:12,Wednesday,February,Off-Peak,0.5,2.2,3,Hyderabad West,Hyderabad North,Hyderabad West,Hyderabad North,17.43182,78.48853,17.41686,78.39904,49.3,0.0,40,89.3,UPI,Bike,3.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000971,Uber,Hyderabad,2026-02-09,15:44:00,15:56:42,Monday,February,Off-Peak,3.99,12.7,1,Hyderabad North,Hyderabad East,Hyderabad North,Hyderabad East,17.36547,78.52038,17.46009,78.53488,106.93,0.0,0,106.93,Cash,Mini,4.2,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000972,Local Fleet,Hyderabad,2026-02-28,09:50:00,10:02:54,Saturday,February,Peak,3.28,12.9,4,Hyderabad East,Hyderabad East,Hyderabad East,Hyderabad East,17.42288,78.50856,17.42688,78.44339,98.71,0.0,0,98.71,UPI,eBike,4.5,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000973,Ola,Hyderabad,2026-01-01,03:40:00,03:45:00,Thursday,January,Off-Peak,1.15,5.0,1,Hyderabad West,Hyderabad Central,Hyderabad West,Hyderabad Central,17.294,78.49346,17.4047,78.54225,61.3,0.0,0,61.3,Card,eBike,4.2,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000974,Rapido,Hyderabad,2025-12-04,23:39:00,23:46:30,Thursday,December,Off-Peak,1.69,7.5,3,Hyderabad North,Hyderabad Central,Hyderabad North,Hyderabad Central,17.38917,78.47475,17.29963,78.5098,71.53,0.0,0,71.53,Cash,Prime Sedan,4.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000975,Local Fleet,Hyderabad,2026-02-25,19:56:00,20:02:06,Wednesday,February,Peak,1.53,6.1,4,Hyderabad Central,Hyderabad South,Hyderabad Central,Hyderabad South,17.33432,78.44819,17.32649,78.42958,67.51,0.0,0,67.51,UPI,Mini,4.4,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000976,Rapido,Hyderabad,2026-01-27,12:26:00,12:40:24,Tuesday,January,Off-Peak,4.51,14.4,1,Hyderabad East,Hyderabad North,Hyderabad East,Hyderabad North,17.48736,78.55506,17.40074,78.40703,115.72,0.0,0,115.72,UPI,Mini,3.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000977,Ola,Hyderabad,2026-02-08,01:14:00,01:39:06,Sunday,February,Off-Peak,7.26,25.1,4,Hyderabad South,Hyderabad West,Hyderabad South,Hyderabad West,17.33886,78.57852,17.37402,78.41282,164.77,0.0,0,164.77,UPI,Prime Sedan,4.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000978,Ola,Hyderabad,2025-12-07,19:06:00,19:31:24,Sunday,December,Peak,5.52,25.4,1,Hyderabad South,Hyderabad East,Hyderabad South,Hyderabad East,17.4014,78.3982,17.4209,78.53852,144.34,0.0,0,144.34,Card,Bike,3.7,Cancelled by Customer,Synthetic proxy (no real dataset exists for this city)
TRIP000979,Ola,Hyderabad,2026-02-03,23:13:00,23:44:54,Tuesday,February,Off-Peak,5.8,31.9,1,Hyderabad East,Hyderabad West,Hyderabad East,Hyderabad West,17.331,78.39191,17.31078,78.5667,157.45,0.0,0,157.45,UPI,Bike,4.2,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000980,Local Fleet,Hyderabad,2025-12-12,00:55:00,03:17:18,Friday,December,Off-Peak,25.59,142.3,1,Hyderabad East,Hyderabad North,Hyderabad East,Hyderabad North,17.41806,78.43334,17.46593,78.51484,560.53,0.0,0,560.53,UPI,Prime Sedan,3.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000981,Uber,Hyderabad,2025-12-14,12:33:00,12:45:12,Sunday,December,Off-Peak,2.57,12.2,4,Hyderabad Central,Hyderabad Central,Hyderabad Central,Hyderabad Central,17.45049,78.43829,17.47292,78.4342,89.14,0.0,40,129.14,Card,Bike,4.3,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000982,Uber,Hyderabad,2025-12-21,05:40:00,05:49:54,Sunday,December,Off-Peak,2.23,9.9,1,Hyderabad East,Hyderabad West,Hyderabad East,Hyderabad West,17.44051,78.39457,17.45242,78.58799,81.61,0.0,0,81.61,Wallet,Bike,4.3,Cancelled by Driver,Synthetic proxy (no real dataset exists for this city)
TRIP000983,Ola,Hyderabad,2026-02-01,03:31:00,03:49:18,Sunday,February,Off-Peak,4.76,18.3,4,Hyderabad Central,Hyderabad South,Hyderabad Central,Hyderabad South,17.31649,78.3919,17.31747,78.42414,124.57,0.0,0,124.57,UPI,Auto,4.1,Cancelled by Driver,Synthetic proxy (no real dataset exists for this city)
TRIP000984,Rapido,Hyderabad,2025-12-10,01:44:00,02:14:12,Wednesday,December,Off-Peak,5.35,30.2,1,Hyderabad Central,Hyderabad South,Hyderabad Central,Hyderabad South,17.36859,78.57732,17.41799,78.5575,149.5,0.0,0,149.5,Cash,Prime SUV,3.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000985,Ola,Hyderabad,2026-01-11,20:31:00,20:40:00,Sunday,January,Off-Peak,1.94,9.0,4,Hyderabad Central,Hyderabad South,Hyderabad Central,Hyderabad South,17.47856,78.45327,17.41383,78.41215,76.78,0.0,60,136.78,UPI,Bike,4.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000986,Ola,Hyderabad,2026-01-10,05:35:00,05:47:12,Saturday,January,Off-Peak,3.88,12.2,3,Hyderabad North,Hyderabad North,Hyderabad North,Hyderabad North,17.3299,78.44132,17.35353,78.51101,104.86,5.24,0,110.1,Cash,Prime Sedan,3.8,Cancelled by Customer,Synthetic proxy (no real dataset exists for this city)
TRIP000987,Uber,Hyderabad,2026-02-01,16:25:00,16:26:48,Sunday,February,Off-Peak,0.5,1.8,1,Hyderabad East,Hyderabad West,Hyderabad East,Hyderabad West,17.40958,78.57591,17.30248,78.46662,48.7,0.0,0,48.7,UPI,Prime Sedan,4.4,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000988,Ola,Hyderabad,2026-01-15,22:18:00,22:36:48,Thursday,January,Off-Peak,5.53,18.8,2,Hyderabad South,Hyderabad Central,Hyderabad South,Hyderabad Central,17.31528,78.52543,17.3877,78.55403,134.56,0.0,0,134.56,UPI,Auto,4.5,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000989,Ola,Hyderabad,2025-12-30,06:24:00,06:26:54,Tuesday,December,Off-Peak,0.5,2.9,1,Hyderabad South,Hyderabad Central,Hyderabad South,Hyderabad Central,17.46698,78.58936,17.33782,78.53862,50.35,0.0,0,50.35,UPI,Mini,4.2,Cancelled by Driver,Synthetic proxy (no real dataset exists for this city)
TRIP000990,Uber,Hyderabad,2025-12-26,03:37:00,03:39:06,Friday,December,Off-Peak,0.5,2.1,1,Hyderabad West,Hyderabad South,Hyderabad West,Hyderabad South,17.31802,78.48771,17.47402,78.53964,49.15,0.0,0,49.15,Card,eBike,4.2,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000991,Uber,Hyderabad,2025-12-22,09:51:00,09:56:06,Monday,December,Peak,0.92,5.1,1,Hyderabad North,Hyderabad South,Hyderabad North,Hyderabad South,17.40035,78.43248,17.38646,78.47003,58.69,0.0,0,58.69,Wallet,eBike,4.9,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000992,Uber,Hyderabad,2026-02-26,06:05:00,06:07:18,Thursday,February,Off-Peak,0.58,2.3,1,Hyderabad North,Hyderabad East,Hyderabad North,Hyderabad East,17.41403,78.51576,17.39458,78.56171,50.41,0.0,0,50.41,Card,eBike,3.5,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000993,Rapido,Hyderabad,2025-12-15,14:08:00,14:13:18,Monday,December,Off-Peak,1.18,5.3,4,Hyderabad East,Hyderabad North,Hyderabad East,Hyderabad North,17.37267,78.45377,17.30794,78.3993,62.11,0.0,0,62.11,UPI,Prime Sedan,4.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000994,Uber,Hyderabad,2025-12-25,21:40:00,21:55:18,Thursday,December,Off-Peak,2.74,15.3,1,Hyderabad West,Hyderabad North,Hyderabad West,Hyderabad North,17.32752,78.41706,17.36888,78.55528,95.83,0.0,0,95.83,Card,Bike,4.5,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000995,Ola,Hyderabad,2026-02-08,05:36:00,05:46:00,Sunday,February,Off-Peak,2.44,10.0,4,Hyderabad North,Hyderabad North,Hyderabad North,Hyderabad North,17.31242,78.5261,17.40094,78.50133,84.28,8.43,40,132.71,UPI,Bike,4.3,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000996,Rapido,Hyderabad,2026-01-30,14:41:00,14:48:48,Friday,January,Off-Peak,2.33,7.8,1,Hyderabad East,Hyderabad South,Hyderabad East,Hyderabad South,17.34472,78.52045,17.3256,78.55327,79.66,0.0,0,79.66,Card,Prime SUV,4.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000997,Local Fleet,Hyderabad,2025-12-01,08:01:00,08:38:06,Monday,December,Peak,6.37,37.1,3,Hyderabad South,Hyderabad Central,Hyderabad South,Hyderabad Central,17.40313,78.39088,17.34374,78.5243,172.09,0.0,0,172.09,Cash,Mini,4.4,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000998,Ola,Hyderabad,2026-02-18,22:55:00,23:12:36,Wednesday,February,Off-Peak,4.42,17.6,4,Hyderabad East,Hyderabad Central,Hyderabad East,Hyderabad Central,17.41621,78.47296,17.42854,78.48859,119.44,0.0,0,119.44,UPI,eBike,3.5,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP000999,Local Fleet,Hyderabad,2026-01-08,02:34:00,02:37:30,Thursday,January,Off-Peak,0.7,3.5,1,Hyderabad South,Hyderabad East,Hyderabad South,Hyderabad East,17.48558,78.58624,17.48608,78.53239,53.65,0.0,0,53.65,Cash,Mini,4.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001000,Local Fleet,Hyderabad,2025-12-15,00:10:00,00:26:18,Monday,December,Off-Peak,3.12,16.3,1,Hyderabad North,Hyderabad West,Hyderabad North,Hyderabad West,17.44297,78.41095,17.45151,78.5118,101.89,0.0,60,161.89,Cash,Prime Sedan,4.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001001,Uber,Chennai,2026-02-13,17:57:00,17:58:42,Friday,February,Off-Peak,0.5,1.7,1,Chennai East,Chennai Central,Chennai East,Chennai Central,12.99407,80.33264,13.10482,80.28225,48.55,0.0,0,48.55,Cash,eBike,4.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001002,Ola,Chennai,2026-01-21,10:10:00,10:19:06,Wednesday,January,Off-Peak,2.58,9.1,4,Chennai Central,Chennai West,Chennai Central,Chennai West,13.11141,80.35718,13.04963,80.24115,84.61,0.0,0,84.61,Cash,Prime SUV,4.0,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001003,Local Fleet,Chennai,2025-12-02,15:00:00,15:12:18,Tuesday,December,Off-Peak,2.4,12.3,4,Chennai West,Chennai South,Chennai West,Chennai South,13.06931,80.2119,13.16069,80.34707,87.25,0.0,0,87.25,Card,Mini,4.5,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001004,Local Fleet,Chennai,2026-01-29,10:55:00,10:57:36,Thursday,January,Off-Peak,0.53,2.6,1,Chennai South,Chennai East,Chennai South,Chennai East,13.0989,80.21951,12.99031,80.25159,50.26,5.03,0,55.29,Card,Prime SUV,4.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001005,Ola,Chennai,2026-01-09,17:12:00,17:37:30,Friday,January,Off-Peak,4.88,25.5,1,Chennai Central,Chennai West,Chennai Central,Chennai West,13.10587,80.29515,13.01973,80.36968,136.81,0.0,0,136.81,UPI,Mini,3.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001006,Rapido,Chennai,2026-02-04,02:28:00,02:31:54,Wednesday,February,Off-Peak,1.17,3.9,1,Chennai South,Chennai South,Chennai South,Chennai South,13.09529,80.17144,13.177,80.21608,59.89,0.0,0,59.89,UPI,Mini,4.5,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001007,Uber,Chennai,2026-02-08,10:41:00,10:56:12,Sunday,February,Off-Peak,2.6,15.2,3,Chennai Central,Chennai North,Chennai Central,Chennai North,13.06493,80.30365,13.11311,80.17458,94.0,0.0,0,94.0,UPI,Auto,3.6,Cancelled by Customer,Synthetic proxy (no real dataset exists for this city)
TRIP001008,Uber,Chennai,2026-02-08,06:39:00,06:43:24,Sunday,February,Off-Peak,1.18,4.4,2,Chennai North,Chennai East,Chennai North,Chennai East,13.02328,80.34682,13.07213,80.19541,60.76,0.0,0,60.76,UPI,eBike,3.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001009,Local Fleet,Chennai,2026-02-05,23:51:00,00:23:36,Thursday,February,Off-Peak,9.87,32.6,4,Chennai West,Chennai North,Chennai West,Chennai North,13.12127,80.25311,13.1672,80.31645,207.34,0.0,0,207.34,UPI,Bike,3.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001010,Rapido,Chennai,2026-02-20,11:55:00,13:11:12,Friday,February,Off-Peak,21.68,76.2,2,Chennai Central,Chennai West,Chennai Central,Chennai West,13.1528,80.30647,13.05203,80.2945,414.46,0.0,0,414.46,UPI,Prime Sedan,4.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001011,Local Fleet,Chennai,2026-02-21,05:19:00,05:51:12,Saturday,February,Off-Peak,8.31,32.2,2,Chennai South,Chennai Central,Chennai South,Chennai Central,13.06566,80.25175,13.16326,80.23795,188.02,0.0,0,188.02,UPI,eBike,4.4,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001012,Rapido,Chennai,2025-12-15,05:27:00,05:32:12,Monday,December,Off-Peak,1.61,5.2,1,Chennai South,Chennai North,Chennai South,Chennai North,13.14141,80.29237,13.07841,80.33676,67.12,6.71,0,73.83,Card,Auto,3.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001013,Uber,Chennai,2026-02-14,02:50:00,02:55:00,Saturday,February,Off-Peak,1.0,5.0,3,Chennai West,Chennai South,Chennai West,Chennai South,13.06398,80.35338,12.9819,80.1807,59.5,0.0,0,59.5,UPI,Bike,3.9,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001014,Ola,Chennai,2026-01-28,20:31:00,21:05:30,Wednesday,January,Off-Peak,8.4,34.5,1,Chennai North,Chennai North,Chennai North,Chennai North,13.08337,80.21082,13.04001,80.22017,192.55,0.0,0,192.55,UPI,Prime SUV,3.9,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001015,Rapido,Chennai,2026-02-20,13:31:00,13:45:00,Friday,February,Off-Peak,3.55,14.0,1,Chennai North,Chennai West,Chennai North,Chennai West,13.06868,80.17417,12.99487,80.32951,103.6,5.18,0,108.78,UPI,Bike,4.6,Incomplete,Synthetic proxy (no real dataset exists for this city)
TRIP001016,Rapido,Chennai,2025-12-16,00:52:00,01:10:00,Tuesday,December,Off-Peak,3.94,18.0,2,Chennai East,Chennai South,Chennai East,Chennai South,13.04115,80.22586,13.15195,80.30649,114.28,11.43,0,125.71,Card,eBike,4.8,Cancelled by Customer,Synthetic proxy (no real dataset exists for this city)
TRIP001017,Ola,Chennai,2026-01-14,02:03:00,02:10:36,Wednesday,January,Off-Peak,1.93,7.6,1,Chennai North,Chennai Central,Chennai North,Chennai Central,13.00921,80.24899,13.12452,80.24337,74.56,7.46,0,82.02,UPI,Auto,3.9,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001018,Uber,Chennai,2026-01-20,09:35:00,10:35:36,Tuesday,January,Peak,11.22,60.6,4,Chennai South,Chennai Central,Chennai South,Chennai Central,13.02283,80.28729,13.08525,80.27164,265.54,26.55,0,292.09,UPI,Auto,3.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001019,Rapido,Chennai,2026-02-23,12:50:00,12:52:24,Monday,February,Off-Peak,0.5,2.4,1,Chennai West,Chennai West,Chennai West,Chennai West,13.05009,80.29854,13.02352,80.36557,49.6,2.48,0,52.08,UPI,Mini,3.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001020,Ola,Chennai,2025-12-19,03:58:00,04:03:30,Friday,December,Off-Peak,1.46,5.5,1,Chennai Central,Chennai East,Chennai Central,Chennai East,13.07701,80.18445,13.01309,80.34858,65.77,0.0,0,65.77,Cash,Mini,4.2,Cancelled by Customer,Synthetic proxy (no real dataset exists for this city)
TRIP001021,Uber,Chennai,2025-12-22,06:11:00,06:43:48,Monday,December,Off-Peak,8.45,32.8,1,Chennai West,Chennai East,Chennai West,Chennai East,13.03594,80.35781,13.13172,80.23998,190.6,9.53,0,200.13,UPI,Prime Sedan,4.5,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001022,Ola,Chennai,2026-02-06,13:31:00,13:43:36,Friday,February,Off-Peak,3.85,12.6,4,Chennai Central,Chennai South,Chennai Central,Chennai South,13.07406,80.35392,13.03281,80.27837,105.1,5.26,0,110.36,UPI,Prime SUV,4.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001023,Ola,Chennai,2025-12-03,07:24:00,07:48:00,Wednesday,December,Off-Peak,7.6,24.0,1,Chennai South,Chennai East,Chennai South,Chennai East,13.10054,80.25397,13.10585,80.18852,167.2,0.0,60,227.2,Card,Auto,4.9,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001024,Ola,Chennai,2026-02-15,13:11:00,13:35:36,Sunday,February,Off-Peak,5.47,24.6,4,Chennai North,Chennai South,Chennai North,Chennai South,13.14546,80.27942,13.14759,80.32808,142.54,0.0,60,202.54,Card,Bike,4.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001025,Ola,Chennai,2026-02-27,05:10:00,05:24:42,Friday,February,Off-Peak,4.42,14.7,3,Chennai North,Chennai West,Chennai North,Chennai West,13.05351,80.30679,13.13376,80.20743,115.09,0.0,0,115.09,Wallet,Auto,4.0,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001026,Local Fleet,Chennai,2026-01-31,21:53:00,21:55:12,Saturday,January,Off-Peak,0.5,2.2,4,Chennai West,Chennai Central,Chennai West,Chennai Central,13.17871,80.26256,13.04332,80.30756,49.3,0.0,0,49.3,UPI,Mini,3.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001027,Uber,Chennai,2026-02-18,13:51:00,14:25:42,Wednesday,February,Off-Peak,7.71,34.7,1,Chennai Central,Chennai South,Chennai Central,Chennai South,13.09238,80.30051,13.13477,80.32678,184.57,0.0,0,184.57,Cash,Auto,4.3,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001028,Ola,Chennai,2026-01-06,15:52:00,16:02:18,Tuesday,January,Off-Peak,2.1,10.3,1,Chennai Central,Chennai West,Chennai Central,Chennai West,13.15166,80.20801,13.05018,80.22222,80.65,8.07,0,88.72,UPI,Prime SUV,3.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001029,Ola,Chennai,2025-12-22,04:58:00,05:14:30,Monday,December,Off-Peak,3.84,16.5,1,Chennai East,Chennai East,Chennai East,Chennai East,13.00081,80.28942,13.1046,80.32307,110.83,0.0,0,110.83,Wallet,Prime Sedan,4.0,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001030,Rapido,Chennai,2025-12-13,09:48:00,10:51:30,Saturday,December,Peak,11.37,63.5,1,Chennai Central,Chennai Central,Chennai Central,Chennai Central,13.0763,80.19561,13.08106,80.20463,271.69,0.0,0,271.69,UPI,Prime Sedan,4.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001031,Uber,Chennai,2025-12-15,20:20:00,20:44:12,Monday,December,Off-Peak,5.5,24.2,4,Chennai South,Chennai South,Chennai South,Chennai South,13.14777,80.19746,13.04807,80.24273,142.3,0.0,0,142.3,UPI,eBike,4.4,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001032,Ola,Chennai,2026-02-22,05:08:00,05:12:42,Sunday,February,Off-Peak,1.27,4.7,2,Chennai South,Chennai North,Chennai South,Chennai North,13.02065,80.33192,13.07109,80.36117,62.29,0.0,0,62.29,UPI,Bike,4.8,Cancelled by Driver,Synthetic proxy (no real dataset exists for this city)
TRIP001033,Ola,Chennai,2026-01-03,19:00:00,19:20:30,Saturday,January,Peak,4.29,20.5,2,Chennai South,Chennai Central,Chennai South,Chennai Central,13.17375,80.23927,12.99461,80.22828,122.23,12.22,0,134.45,Card,eBike,3.9,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001034,Uber,Chennai,2025-12-12,13:07:00,13:11:48,Friday,December,Off-Peak,1.07,4.8,1,Chennai East,Chennai West,Chennai East,Chennai West,13.06078,80.17989,13.02792,80.19037,60.04,0.0,0,60.04,UPI,Auto,4.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001035,Rapido,Chennai,2025-12-27,05:42:00,05:44:06,Saturday,December,Off-Peak,0.56,2.1,1,Chennai South,Chennai Central,Chennai South,Chennai Central,13.05456,80.20671,13.09235,80.31586,49.87,0.0,0,49.87,Cash,Prime Sedan,3.7,Cancelled by Driver,Synthetic proxy (no real dataset exists for this city)
TRIP001036,Uber,Chennai,2026-01-30,21:22:00,21:41:06,Friday,January,Off-Peak,5.81,19.1,1,Chennai South,Chennai West,Chennai South,Chennai West,13.14815,80.23923,13.12225,80.27678,138.37,0.0,0,138.37,Card,Prime SUV,4.2,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001037,Rapido,Chennai,2025-12-04,10:52:00,11:49:42,Thursday,December,Off-Peak,10.57,57.7,2,Chennai West,Chennai Central,Chennai West,Chennai Central,12.98088,80.20079,12.98117,80.28952,253.39,0.0,0,253.39,Cash,Prime SUV,3.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001038,Ola,Chennai,2026-02-14,21:03:00,21:56:36,Saturday,February,Off-Peak,9.16,53.6,2,Chennai South,Chennai West,Chennai South,Chennai West,13.16364,80.31284,13.15706,80.36192,230.32,0.0,0,230.32,UPI,Bike,4.2,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001039,Ola,Chennai,2026-02-21,12:00:00,12:23:00,Saturday,February,Off-Peak,3.97,23.0,2,Chennai North,Chennai East,Chennai North,Chennai East,13.01405,80.21024,13.09788,80.19576,122.14,0.0,60,182.14,Cash,Prime SUV,3.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001040,Local Fleet,Chennai,2026-01-22,22:02:00,22:04:24,Thursday,January,Off-Peak,0.5,2.4,1,Chennai West,Chennai Central,Chennai West,Chennai Central,13.03278,80.27772,13.13867,80.17375,49.6,0.0,0,49.6,Cash,Auto,4.0,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001041,Ola,Chennai,2026-02-25,19:35:00,20:10:48,Wednesday,February,Peak,6.89,35.8,1,Chennai Central,Chennai South,Chennai Central,Chennai South,13.14498,80.21223,13.00607,80.30779,176.38,0.0,0,176.38,UPI,Auto,3.9,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001042,Local Fleet,Chennai,2026-02-15,00:18:00,00:19:48,Sunday,February,Off-Peak,0.51,1.8,3,Chennai East,Chennai West,Chennai East,Chennai West,12.98687,80.18998,13.12755,80.32067,48.82,0.0,0,48.82,Cash,Bike,4.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001043,Uber,Chennai,2026-01-29,11:35:00,11:38:18,Thursday,January,Off-Peak,0.59,3.3,1,Chennai North,Chennai West,Chennai North,Chennai West,13.12085,80.21017,13.1037,80.21036,52.03,5.2,60,117.23,Cash,Prime Sedan,4.2,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001044,Rapido,Chennai,2026-01-08,07:41:00,07:52:54,Thursday,January,Off-Peak,2.56,11.9,2,Chennai West,Chennai East,Chennai West,Chennai East,13.17167,80.23801,13.10592,80.30709,88.57,4.43,0,93.0,UPI,Prime SUV,4.0,Cancelled by Driver,Synthetic proxy (no real dataset exists for this city)
TRIP001045,Ola,Chennai,2025-12-03,12:20:00,12:43:48,Wednesday,December,Off-Peak,4.68,23.8,1,Chennai Central,Chennai West,Chennai Central,Chennai West,13.10798,80.18375,12.9863,80.2663,131.86,0.0,60,191.86,Card,Mini,4.1,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001046,Uber,Chennai,2026-01-07,01:53:00,02:06:18,Wednesday,January,Off-Peak,2.69,13.3,1,Chennai West,Chennai East,Chennai West,Chennai East,13.00039,80.32607,13.09587,80.26993,92.23,0.0,0,92.23,Card,eBike,4.9,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001047,Uber,Chennai,2026-02-27,01:30:00,01:32:18,Friday,February,Off-Peak,0.5,2.3,2,Chennai South,Chennai Central,Chennai South,Chennai Central,13.0383,80.32506,13.00572,80.33459,49.45,0.0,40,89.45,Cash,eBike,3.8,Completed,Synthetic proxy (no real dataset exists for this city)
